업종명,업소명,소재지(도로명),소재지(지번),소재지전화,데이터기준일
휴게음식점,텐퍼센트커피,"경상북도 포항시 남구 송도로 29, 1층 (송도동)",경상북도 포항시 남구 송도동 434-31 1층 ,,2025-08-14
휴게음식점,블루빈스 문덕점,"경상북도 포항시 남구 오천읍 중원로 9, 101호",경상북도 포항시 남구 오천읍 원리 1393 101호,,2025-08-14
휴게음식점,본도시락 포항문덕점,"경상북도 포항시 남구 오천읍 냉천로302번길 42, 1층",경상북도 포항시 남구 오천읍 원리 931-1 1층 ,,2025-08-14
휴게음식점,조야시래기국밥,"경상북도 포항시 남구 상도로54번길 7, 105호 (상도동, 금성로얄맨션)",경상북도 포항시 남구 상도동 623-20 금성로얄맨션 105호,,2025-08-14
휴게음식점,세븐일레븐 포항동해중고점,"경상북도 포항시 남구 동해면 일월로41번길 26, 포항동해중학교, 포항동성고등학교 2동 1층","경상북도 포항시 남구 동해면 도구리 621 포항동해중학교, 포항동성고등학교 2동 ",,2025-08-14
휴게음식점,모리커피 포항구룡포점,"경상북도 포항시 남구 구룡포읍 호미로 205-1, 1~2층",경상북도 포항시 남구 구룡포읍 구룡포리 963-217 1~2층 ,,2025-08-14
휴게음식점,터미널푸드,"경상북도 포항시 남구 중흥로 85, 포항터미널 1층 (상도동)",경상북도 포항시 남구 상도동 579-13 포항터미널1층 ,,2025-08-14
휴게음식점,남도,"경상북도 포항시 남구 정몽주로861번길 10-15, 청림종합상가 나동 3호 (청림동)",경상북도 포항시 남구 청림동 1176-5 청림종합상가 나동 3호 ,,2025-08-14
휴게음식점,지에스(GS)25 포항상도쌍용점,"경상북도 포항시 남구 상대로 89, 1층 (상도동)",경상북도 포항시 남구 상도동 33-141 1층 ,,2025-08-14
휴게음식점,디저트까페 라미#,"경상북도 포항시 남구 상공로6번길 31-2, 1층 (대도동)",경상북도 포항시 남구 대도동 173-1 1층 ,,2025-08-14
휴게음식점,앤티앤스 포항이마트점,"경상북도 포항시 남구 냉천로 10, 이마트포항점 1층 (인덕동)",경상북도 포항시 남구 인덕동 161-176 이마트포항점 1층 ,,2025-08-14
휴게음식점,림 커피(림 coffee),"경상북도 포항시 남구 오천읍 문덕로23번길 9-3, 2층",경상북도 포항시 남구 오천읍 문덕리 277-4 2층 ,,2025-08-14
휴게음식점,연오랑세오녀 카페,"경상북도 포항시 남구 동해면 호미로 3012, 연오랑 세오녀 문화공원 전시관 2층",경상북도 포항시 남구 동해면 임곡리 123 연오랑 세오녀 문화공원 전시관 2층 ,,2025-08-14
휴게음식점,스타벅스 포항IC DT점,"경상북도 포항시 남구 희망대로 353, 1~2층 (이동)",경상북도 포항시 남구 이동 535 1~2층 ,,2025-08-14
휴게음식점,효자동토스트,"경상북도 포항시 남구 효자동길6번길 10, 1층 (효자동)",경상북도 포항시 남구 효자동 303-1 1층 ,,2025-08-14
휴게음식점,카라커피숍,"경상북도 포항시 남구 오천읍 냉천로308번길 20, 1층 (사랑채)",경상북도 포항시 남구 오천읍 원리 936-7 사랑채 1층 ,,2025-08-14
휴게음식점,공차 이마트포항점,"경상북도 포항시 남구 냉천로 10, 이마트포항점 1층 (인덕동)",경상북도 포항시 남구 인덕동 161-176 이마트포항점 1층 ,,2025-08-14
휴게음식점,도너킹,"경상북도 포항시 남구 연일읍 철강로41번길 52, 연일중앙상가 가동 101호",경상북도 포항시 남구 연일읍 동문리 339 연일중앙상가 가동 101호,,2025-08-14
휴게음식점,왓어나이스(WHAT A NICE),"경상북도 포항시 남구 오천읍 남원로 85-71, 1층 103호",경상북도 포항시 남구 오천읍 원리 893-31 1층 103호,,2025-08-14
휴게음식점,카페허니비,"경상북도 포항시 남구 구룡포읍 호미로 222-1, 아라광장",경상북도 포항시 남구 구룡포읍 구룡포리 954-2 아라광장 ,,2025-08-14
휴게음식점,온도(ON·DO),"경상북도 포항시 남구 중앙로 110, 덕유빌딩 1층 (해도동)",경상북도 포항시 남구 해도동 431-26 덕유빌딩 1층 ,,2025-08-14
휴게음식점,리얼식단 포항효자점,"경상북도 포항시 남구 효자동길2번길 41, 2층 (효자동)",경상북도 포항시 남구 효자동 150-16 2층 ,,2025-08-14
휴게음식점,현진커피,"경상북도 포항시 남구 중앙로121번길 22, 1층 (대도동)",경상북도 포항시 남구 대도동 4-23 1층 ,,2025-08-14
휴게음식점,우리밀로,"경상북도 포항시 남구 효성로93번길 30-16, 1층 (효자동)",경상북도 포항시 남구 효자동 581-7 1층 ,,2025-08-14
휴게음식점,숏츠커피바 포항문덕점(shorts coffeebar),"경상북도 포항시 남구 오천읍 냉천로302번길 54, 1층",경상북도 포항시 남구 오천읍 원리 932-8 1층 ,,2025-08-14
휴게음식점,홍연자명품김밥,"경상북도 포항시 남구 지곡로 253, 1층 141호 (지곡동)",경상북도 포항시 남구 지곡동 480-4 1층 141호 ,,2025-08-14
휴게음식점,토리김밥,"경상북도 포항시 남구 오천읍 철강로 795, B동 1층 1호",경상북도 포항시 남구 오천읍 문덕리 49-1 B동 1호,,2025-08-14
휴게음식점,태양분식,"경상북도 포항시 남구 동해면 연오로7번길 4, 상가동 1층 (만서장미맨션)",경상북도 포항시 남구 동해면 도구리 689 만서장미맨션 상가동 1층 ,,2025-08-14
휴게음식점,오셀롯 커피 트레이더스,"경상북도 포항시 남구 유동길 32-7, 1층 (효자동)",경상북도 포항시 남구 효자동 439-7 1층 ,,2025-08-14
휴게음식점,제이제이쿡(쿠킹클래스),"경상북도 포항시 남구 연일읍 유강길 18-4, 1동 B101호",경상북도 포항시 남구 연일읍 유강리 595-20 1동 B101호 ,,2025-08-14
휴게음식점,커피테이크아웃,"경상북도 포항시 남구 동해면 일월로 118, 동해종합상가시장 가동 1층 104,105호","경상북도 포항시 남구 동해면 약전리 403-8 동해종합상가시장 가동 104,105호 ",,2025-08-14
휴게음식점,카페청림(CAFE청림),"경상북도 포항시 남구 정몽주로861번길 10-18, 1층 1호 (청림동)",경상북도 포항시 남구 청림동 1177-7 1층 1호,,2025-08-14
휴게음식점,더벤티 포항남구청점,"경상북도 포항시 남구 희망대로 809, 1층 (대도동)",경상북도 포항시 남구 대도동 169-29 1층 ,,2025-08-14
휴게음식점,쿠마카롱 마카롱공작소,"경상북도 포항시 남구 효자동길10번길 20, 1층 (효자동)",경상북도 포항시 남구 효자동 305-16 1층 ,,2025-08-14
휴게음식점,샬로우커피 포항송도점,"경상북도 포항시 남구 희망대로 1253-1, 1~2층 (송도동)",경상북도 포항시 남구 송도동 254-212 1~2층 ,,2025-08-14
휴게음식점,신떡순 신천할매 떡볶이,"경상북도 포항시 남구 오천읍 남원로 83, 1층 105호 (1차부영아파트)",경상북도 포항시 남구 오천읍 원리 893-15 1차부영아파트 105호,,2025-08-14
휴게음식점,아이센스리그PC방 포항문덕점,"경상북도 포항시 남구 오천읍 원동로 54, 2층",경상북도 포항시 남구 오천읍 원리 913-5 2층 ,,2025-08-14
휴게음식점,신떡순 신천할매 떡볶이,"경상북도 포항시 남구 대이로 112, 삼성빌딩 1층 (대잠동)",경상북도 포항시 남구 대잠동 469-9 삼성빌딩 ,,2025-08-14
휴게음식점,마시그래이 상대점,"경상북도 포항시 남구 문예로 104, 1층 (대도동)",경상북도 포항시 남구 대도동 118-3 1층 ,,2025-08-14
휴게음식점,빽다방 포항연일점,"경상북도 포항시 남구 연일읍 동문로76번길 10-6, 1층 105호",경상북도 포항시 남구 연일읍 오천리 179-36 1층 105호 ,,2025-08-14
휴게음식점,허니웍스(HONEY WORKS),"경상북도 포항시 남구 연일읍 연일로360번길 130, 1층",경상북도 포항시 남구 연일읍 우복리 626 1층 ,,2025-08-14
휴게음식점,플라라,"경상북도 포항시 남구 오천읍 하원로4번길 11, 현민빌 1층 101호",경상북도 포항시 남구 오천읍 원리 1378 현민빌 101호,,2025-08-14
휴게음식점,더벤티 포항효자시장점,"경상북도 포항시 남구 효자동길 2, 다온 101호 (효자동)",경상북도 포항시 남구 효자동 253-135 다온 101호 ,,2025-08-14
휴게음식점,뉴욕버거,"경상북도 포항시 남구 해동로 89, 2층 (해도동)",경상북도 포항시 남구 해도동 44-74 2층 ,,2025-08-14
휴게음식점,"알롱드부(Allons, debout!)",경상북도 포항시 남구 인덕로7번길 15 (인덕동),경상북도 포항시 남구 인덕동 297 ,,2025-08-14
휴게음식점,GS25 오천힐스테이트,"경상북도 포항시 남구 오천읍 북원로9번길 24, 1층",경상북도 포항시 남구 오천읍 원리 1554-9 1층 ,,2025-08-14
휴게음식점,온누리국수,"경상북도 포항시 남구 동해면 일월로 137, 1층 103호",경상북도 포항시 남구 동해면 약전리 421-15 1층 103호,,2025-08-14
휴게음식점,포스텍 커피니얼미 가속기나노점,"경상북도 포항시 남구 지곡로127번길 80, 포항가속기연구소 1층 (지곡동)",경상북도 포항시 남구 지곡동 768-1 포항가속기연구소 1층 ,,2025-08-14
휴게음식점,구룡포 호랑이 바나나 글라세,"경상북도 포항시 남구 구룡포읍 구룡포길 128-1, 1층",경상북도 포항시 남구 구룡포읍 구룡포리 390-5 1층 ,,2025-08-14
휴게음식점,보스턴커피,"경상북도 포항시 남구 희망대로 336, 1동 1층 (이동)",경상북도 포항시 남구 이동 550 1동 1층 ,,2025-08-14
휴게음식점,감성커피 포항연일점,"경상북도 포항시 남구 연일읍 연일로159번길 47, 1층",경상북도 포항시 남구 연일읍 생지리 147-3 1층 ,,2025-08-14
휴게음식점,요아정 포항효자점,"경상북도 포항시 남구 효성로 62, 1층 (효자동)",경상북도 포항시 남구 효자동 601 1층 ,,2025-08-14
휴게음식점,작은물결(Ondine),"경상북도 포항시 남구 상공로257번길 31-5, 1층 (송도동)",경상북도 포항시 남구 송도동 515-20 1층 ,,2025-08-14
휴게음식점,달콤왕가탕후루 포항이동점,"경상북도 포항시 남구 포스코대로 135, 1층 (이동)",경상북도 포항시 남구 이동 661-4 1층 ,,2025-08-14
휴게음식점,약선차&커피,"경상북도 포항시 남구 오천읍 냉천로 330, 1층",경상북도 포항시 남구 오천읍 원리 988-3 1층 ,,2025-08-14
휴게음식점,뿌콩이(BBU CKONG),"경상북도 포항시 남구 대이로 145, 비전빌딩 1층 108호 (이동)",경상북도 포항시 남구 이동 653-7 비전빌딩 ,,2025-08-14
휴게음식점,스몰굿커피 포항효자점,"경상북도 포항시 남구 효성로15번길 19, 효자웰빙스포렉스 1층 (효자동)",경상북도 포항시 남구 효자동 573-1 효자웰빙스포렉스 ,,2025-08-14
휴게음식점,청솔로9 포항남구점,"경상북도 포항시 남구 상공로 138-1, 1층 (대도동)",경상북도 포항시 남구 대도동 96-4 1층 ,,2025-08-14
휴게음식점,그때그꽈배기,"경상북도 포항시 남구 중앙로134번길 30, 1층 (해도동)",경상북도 포항시 남구 해도동 420-39 1층 ,,2025-08-14
휴게음식점,카페 달마실래,"경상북도 포항시 남구 오천읍 해병로259번길 32-14, 1층",경상북도 포항시 남구 오천읍 용덕리 312-12 1층 ,,2025-08-14
휴게음식점,오늘은찻집,"경상북도 포항시 남구 중앙로121번길 28, 1층 (대도동)",경상북도 포항시 남구 대도동 4-36 1층 ,,2025-08-14
휴게음식점,고더커피 지곡점,"경상북도 포항시 남구 지곡로 257, 에드빌 2차 101동 1층 112호 (지곡동)",경상북도 포항시 남구 지곡동 480 에드빌 2차 101동 112호 ,,2025-08-14
휴게음식점,스타벅스 포항송도점,"경상북도 포항시 남구 송도해안길 54, 1~2층 (송도동)",경상북도 포항시 남구 송도동 254-600 1~2층 ,,2025-08-14
휴게음식점,로즈 베이커리 카페(ROSE BAKERY CAFE),"경상북도 포항시 남구 송림로 66-1, 1층 (송도동)",경상북도 포항시 남구 송도동 424-17 1층 ,,2025-08-14
휴게음식점,모닝(MORNING),"경상북도 포항시 남구 상공로92번길 14-34, 1층 (대도동)",경상북도 포항시 남구 대도동 135-105 1층 ,,2025-08-14
휴게음식점,까페블레,"경상북도 포항시 남구 오천읍 원동로 96-1, 1층",경상북도 포항시 남구 오천읍 원리 1188-1 1층 ,,2025-08-14
휴게음식점,하루(Haru),"경상북도 포항시 남구 상공로 142, 1층 (대도동)",경상북도 포항시 남구 대도동 96-14 1층 ,,2025-08-14
휴게음식점,뜸들이다 포항남구점,"경상북도 포항시 남구 대이로 113, 1층 (대잠동)",경상북도 포항시 남구 대잠동 459-5 1층 ,,2025-08-14
휴게음식점,온정한그릇,"경상북도 포항시 남구 오천읍 냉천로302번길 21-1, 1층",경상북도 포항시 남구 오천읍 원리 937 1층 ,,2025-08-14
휴게음식점,씨유 대도행복점,"경상북도 포항시 남구 상공로32번길 14, 1층 (대도동)",경상북도 포항시 남구 대도동 441 1층 ,,2025-08-14
휴게음식점,카페인중독 포항오천점,"경상북도 포항시 남구 오천읍 냉천로320번길 16-9, 1층",경상북도 포항시 남구 오천읍 원리 943-6 1층 ,,2025-08-14
휴게음식점,샌드모모,"경상북도 포항시 남구 오천읍 남원로 42, 1층",경상북도 포항시 남구 오천읍 원리 1361 1층 ,,2025-08-14
휴게음식점,더벤티 포항시청점,"경상북도 포항시 남구 대이로 56, 102호 (대잠동)",경상북도 포항시 남구 대잠동 995-15 102호,,2025-08-14
휴게음식점,김밥한끼,"경상북도 포항시 남구 오천읍 남원로 86-15, 포항원동3차부영사랑으로아파트상가 1동 1층 107호",경상북도 포항시 남구 오천읍 원리 1000 포항원동3차부영사랑으로아파트상가 1동 107호,,2025-08-14
휴게음식점,엠알(MR).커피,"경상북도 포항시 남구 상공로6번길 55, 영일만종합시장 B동 1층 120호 (대도동)",경상북도 포항시 남구 대도동 170-26 영일만종합시장 B동 120호,,2025-08-14
휴게음식점,따봉분식,"경상북도 포항시 남구 대이로 93-1, 1층 (대잠동)",경상북도 포항시 남구 대잠동 465-2 1층 ,,2025-08-14
휴게음식점,씨유 포항대송점,"경상북도 포항시 남구 대송면 제내길36번길 1, 1층",경상북도 포항시 남구 대송면 제내리 1046 1층 ,,2025-08-14
휴게음식점,그레이핍플 포항문덕점,"경상북도 포항시 남구 오천읍 원동로 69, A동",경상북도 포항시 남구 오천읍 원리 893-14 1층 A동 ,,2025-08-14
휴게음식점,더나인티스(The ninety's),"경상북도 포항시 남구 오천읍 해병로301번길 24, 1층",경상북도 포항시 남구 오천읍 세계리 842-53 1층 ,,2025-08-14
휴게음식점,토들(toddle),"경상북도 포항시 남구 연일읍 동문로40번길 12, 1층",경상북도 포항시 남구 연일읍 오천리 687-1 1층 ,,2025-08-14
휴게음식점,번 포항오천점,"경상북도 포항시 남구 오천읍 정몽주로 516, 1층 2호",경상북도 포항시 남구 오천읍 세계리 855-4 1층 2호,,2025-08-14
